RFC,Patente,Sección Aduanera,Número Pedimento,Tipo Operación,Clave Documento,Fecha Pago Real,Secuencia Fracción,Fracción,Subdivisión Fracción (NICO),Descripción Mercancía,Padrón,Tipo,Sector,Fecha DOF,Número Pedimento Anterior,Documento Anterior,Fecha Operación Anterior
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022260,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,9,39159099,	,PLASTICO REVUELTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,14,39159099,	,TARJETA DE CIRCUITO IMPRESO RIGIDA ( DESP TARJETA BAJO VALOR),10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,8,39159099,	,PLASTICO DE EMPAQUE,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,3,39159099,	,ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,4,39159099,	,ABS MIXTO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,11,39159099,	,PP C/TALCO BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,13,39159099,	,PP CON TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,5,39159099,	,PLASTICO ABS BLANCO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,2,39159099,	,ABS  NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,6,39159099,	,PLASTICO ABS NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,12,39159099,	,PP C/TALCO NEGRO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,1,39159099,	,ABS/PC,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,7,39159099,	,PLASTICO ACRILICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,61485,2,V1,2021-01-18,10,39159099,	,PMMA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022327,2,V1,2021-05-17,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1029004,2,V1,2021-06-14,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,2,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO IMPRESO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1022261,2,V1,2021-05-06,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1014724,2,V1,2021-04-26,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,10.- Plásticos,,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,2,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,3,39159099,	99,DESPERDICIO DE PLASTICO DE TARJETA DE CIRCUITO RIGIDA,10,B,Sector 10.- Plásticos.,24/12/2020,,,
SVD000317AH4,3694,750,1065820,2,V1,2021-11-16,1,39159099,	99,DESPERDICIO DE PLASTICO,10,B,Sector 10.- Plásticos.,24/12/2020,,,
